Date_Time,Test_Time(s),Step_Time(s),Step_Index,Cycle_Index,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal Resistance(Ohm),dV/dt(V/s)
10-19-2020 11:32:07.931,22.3502,12.2484,2,1,2.39569664,-4.99944E-05,0,1.76285E-07,0,4.41629E-07,,-0.016458029
10-19-2020 11:32:08.244,22.6632,12.5614,2,1,2.390552521,-4.99977E-05,0,1.80637E-07,0,4.52078E-07,,-0.016401291
10-19-2020 11:32:08.563,22.9822,12.8804,2,1,2.385551453,-4.99944E-05,0,1.85068E-07,0,4.62636E-07,,-0.016323139
10-19-2020 11:32:08.882,23.3016,13.1998,2,1,2.380405426,-4.99928E-05,0,1.89504E-07,0,4.73207E-07,,-0.016244888
10-19-2020 11:32:09.202,23.6208,13.519,2,1,2.375328064,-4.99913E-05,0,1.93937E-07,0,4.83771E-07,,-0.016166687
10-19-2020 11:32:09.526,23.9456,13.8438,2,1,2.370162964,-4.99957E-05,0,1.98441E-07,0,4.94435E-07,,-0.016112384
10-19-2020 11:32:09.852,24.2708,14.169,2,1,2.365036011,-4.99988E-05,0,2.02951E-07,0,5.05113E-07,,-0.016058013
10-19-2020 11:32:10.171,24.5905,14.4887,2,1,2.360031128,-4.99925E-05,0,2.07385E-07,0,5.1561E-07,,-0.016004562
10-19-2020 11:32:10.490,24.9094,14.8076,2,1,2.355012894,-4.99988E-05,0,2.11807E-07,0,5.26013E-07,,-0.015872824
10-19-2020 11:32:10.810,25.2288,15.127,2,1,2.349941254,-4.99999E-05,0,2.16236E-07,0,5.36433E-07,,-0.01574088
10-19-2020 11:32:11.141,25.5601,15.4583,2,1,2.344921112,-5.00019E-05,0,2.20831E-07,0,5.47241E-07,,-0.015604019
10-19-2020 11:32:11.472,25.8912,15.7894,2,1,2.339830399,-5.0001E-05,0,2.25447E-07,0,5.58031E-07,,-0.015495953
10-19-2020 11:32:11.803,26.2219,16.1201,2,1,2.334793091,-5.00031E-05,0,2.30058E-07,0,5.68808E-07,,-0.015388018
10-19-2020 11:32:12.140,26.5594,16.4576,2,1,2.329784393,-5.00047E-05,0,2.34763E-07,0,5.79806E-07,,-0.015277863
10-19-2020 11:32:12.472,26.8913,16.7895,2,1,2.324737549,-4.99977E-05,0,2.39378E-07,0,5.90522E-07,,-0.015178382
10-19-2020 11:32:12.809,27.2282,17.1264,2,1,2.31970787,-4.99955E-05,0,2.44062E-07,0,6.01399E-07,,-0.015077402
10-19-2020 11:32:13.152,27.5712,17.4694,2,1,2.31470108,-4.99939E-05,0,2.4883E-07,0,6.12473E-07,,-0.014974594
10-19-2020 11:32:13.501,27.9206,17.8188,2,1,2.309644699,-4.99999E-05,0,2.53684E-07,0,6.2367E-07,,-0.014870247
10-19-2020 11:32:13.851,28.2704,18.1686,2,1,2.304626465,-5.00035E-05,0,2.58542E-07,0,6.3488E-07,,-0.014765781
10-19-2020 11:32:14.206,28.625,18.5232,2,1,2.299589157,-5.00032E-05,0,2.63468E-07,0,6.46244E-07,,-0.014659882
10-19-2020 11:32:14.555,28.9745,18.8727,2,1,2.29458046,-5.0006E-05,0,2.68311E-07,0,6.57343E-07,,-0.014538519
10-19-2020 11:32:14.911,29.3297,19.2279,2,1,2.289579391,-5.00041E-05,0,2.73233E-07,0,6.68624E-07,,-0.014415177
10-19-2020 11:32:15.271,29.6906,19.5888,2,1,2.284534454,-5.00076E-05,0,2.78233E-07,0,6.80085E-07,,-0.014289856
10-19-2020 11:32:15.627,30.0464,19.9446,2,1,2.279521942,-5.00028E-05,0,2.83186E-07,0,6.91362E-07,,-0.014129877
10-19-2020 11:32:15.994,30.4135,20.3117,2,1,2.274505615,-4.99946E-05,0,2.88296E-07,0,7.02997E-07,,-0.013964817
10-19-2020 11:32:16.362,30.7808,20.679,2,1,2.269483566,-4.99983E-05,0,2.93408E-07,0,7.14638E-07,,-0.013799667
10-19-2020 11:32:16.741,31.1601,21.0583,2,1,2.264438629,-4.99937E-05,0,2.9865E-07,0,7.26508E-07,,-0.01370435
10-19-2020 11:32:17.121,31.5398,21.438,2,1,2.25933075,-4.9992E-05,0,3.03897E-07,0,7.3839E-07,,-0.013608932
10-19-2020 11:32:17.506,31.9255,21.8237,2,1,2.254283905,-5.00015E-05,0,3.09265E-07,0,7.50476E-07,,-0.01345708
10-19-2020 11:32:17.886,32.3048,22.203,2,1,2.2492733,-5.00019E-05,0,3.14543E-07,0,7.62361E-07,,-0.013307746
10-19-2020 11:32:18.283,32.7025,22.6007,2,1,2.244220734,-5.00028E-05,0,3.20077E-07,0,7.74823E-07,,-0.013151169
10-19-2020 11:32:18.668,33.0875,22.9857,2,1,2.239162445,-5.00107E-05,0,3.25434E-07,0,7.86818E-07,,-0.013061798
10-19-2020 11:32:19.072,33.4913,23.3895,2,1,2.234132767,-5.00137E-05,0,3.31053E-07,0,7.99398E-07,,-0.012968063
10-19-2020 11:32:19.475,33.8946,23.7928,2,1,2.229076385,-5.00111E-05,0,3.36648E-07,0,8.11856E-07,,-0.012817518
10-19-2020 11:32:19.873,34.2919,24.1901,2,1,2.2240448,-5.00013E-05,0,3.42161E-07,0,8.24129E-07,,-0.012669213
10-19-2020 11:32:20.288,34.7074,24.6056,2,1,2.219026566,-4.99951E-05,0,3.47925E-07,0,8.36963E-07,,-0.012514114
10-19-2020 11:32:20.692,35.111,25.0092,2,1,2.21399498,-4.99941E-05,0,3.53519E-07,0,8.49347E-07,,-0.012410603
10-19-2020 11:32:21.114,35.5329,25.4311,2,1,2.208967209,-4.9995E-05,0,3.59366E-07,0,8.62291E-07,,-0.012302399
10-19-2020 11:32:21.529,35.948,25.8462,2,1,2.203962326,-4.99935E-05,0,3.65136E-07,0,8.74995E-07,,-0.012145359
10-19-2020 11:32:21.968,36.3873,26.2855,2,1,2.198940277,-4.99999E-05,0,3.71243E-07,0,8.88439E-07,,-0.011979165
10-19-2020 11:32:22.384,36.8034,26.7016,2,1,2.193885803,-4.99926E-05,0,3.77028E-07,0,9.01174E-07,,-0.011821747
10-19-2020 11:32:22.836,37.2547,27.1529,2,1,2.188817978,-5.00107E-05,0,3.83288E-07,0,9.14876E-07,,-0.011747809
10-19-2020 11:32:23.269,37.6882,27.5864,2,1,2.183807373,-5.00032E-05,0,3.89301E-07,0,9.28038E-07,,-0.011676788
10-19-2020 11:32:23.715,38.1345,28.0327,2,1,2.178758621,-5.00043E-05,0,3.95486E-07,0,9.41513E-07,,-0.01154106
10-19-2020 11:32:24.178,38.5976,28.4958,2,1,2.173681259,-4.99937E-05,0,4.01903E-07,0,9.55495E-07,,-0.011400223
10-19-2020 11:32:24.636,39.0552,28.9534,2,1,2.1686306,-4.99948E-05,0,4.08287E-07,0,9.69339E-07,,-0.011254308
10-19-2020 11:32:25.088,39.5068,29.405,2,1,2.163597107,-5.00079E-05,0,4.14587E-07,0,9.83001E-07,,-0.011110306
10-19-2020 11:32:25.551,39.9706,29.8688,2,1,2.158582687,-5.00032E-05,0,4.21034E-07,0,9.96918E-07,,-0.010943868
10-19-2020 11:32:26.039,40.4582,30.3564,2,1,2.153524399,-5.0001E-05,0,4.27813E-07,0,1.01155E-06,,-0.01076889
10-19-2020 11:32:26.527,40.9458,30.844,2,1,2.148521423,-5.00005E-05,0,4.34587E-07,0,1.0261E-06,,-0.010656608
10-19-2020 11:32:27.008,41.4273,31.3255,2,1,2.143518448,-4.99999E-05,0,4.41276E-07,0,1.04048E-06,,-0.010545731
10-19-2020 11:32:27.503,41.9218,31.82,2,1,2.138471603,-4.99946E-05,0,4.48148E-07,0,1.05515E-06,,-0.010421345
10-19-2020 11:32:27.996,42.4155,32.3137,2,1,2.133470535,-4.99979E-05,0,4.55009E-07,0,1.0698E-06,,-0.010297161
10-19-2020 11:32:28.502,42.9211,32.8193,2,1,2.128421783,-5.00045E-05,0,4.62035E-07,0,1.08481E-06,,-0.010169983
10-19-2020 11:32:29.008,43.4275,33.3257,2,1,2.12339592,-5.00013E-05,0,4.69035E-07,0,1.09969E-06,,-0.010065079
10-19-2020 11:32:29.526,43.9448,33.843,2,1,2.118368149,-5E-05,0,4.76221E-07,0,1.11491E-06,,-0.009899291
10-19-2020 11:32:30.050,44.469,34.3672,2,1,2.113336563,-4.99964E-05,0,4.83503E-07,0,1.13034E-06,,-0.009731293
10-19-2020 11:32:30.574,44.993,34.8912,2,1,2.108333588,-5.00054E-05,0,4.90775E-07,0,1.14567E-06,,-0.00959455
10-19-2020 11:32:31.110,45.5288,35.427,2,1,2.103271484,-4.99975E-05,0,4.98211E-07,0,1.16135E-06,,-0.009454727
10-19-2020 11:32:31.658,46.0771,35.9753,2,1,2.098157883,-4.99827E-05,0,5.05828E-07,0,1.17733E-06,,-0.009333286
10-19-2020 11:32:32.229,46.6483,36.5465,2,1,2.093090057,-4.99975E-05,0,5.13763E-07,0,1.19398E-06,,-0.009206772
10-19-2020 11:32:32.778,47.1971,37.0953,2,1,2.088069916,-5E-05,0,5.21376E-07,0,1.20987E-06,,-0.009126536
10-19-2020 11:32:33.338,47.7572,37.6554,2,1,2.083024979,-5.00008E-05,0,5.29145E-07,0,1.2261E-06,,-0.009044647
10-19-2020 11:32:33.934,48.353,38.2512,2,1,2.077987671,-4.99941E-05,0,5.37443E-07,0,1.24334E-06,,-0.008922338
10-19-2020 11:32:34.499,48.9186,38.8168,2,1,2.0729599,-4.99919E-05,0,5.45321E-07,0,1.25971E-06,,-0.008806229
10-19-2020 11:32:35.107,49.5266,39.4248,2,1,2.067873001,-4.99963E-05,0,5.53737E-07,0,1.27713E-06,,-0.008634567
10-19-2020 11:32:35.698,50.117,40.0152,2,1,2.062818527,-5.00032E-05,0,5.61928E-07,0,1.29403E-06,,-0.008548125
10-19-2020 11:32:36.306,50.7251,40.6233,2,1,2.057781219,-4.99996E-05,0,5.70364E-07,0,1.31143E-06,,-0.008459091
10-19-2020 11:32:36.932,51.3511,41.2493,2,1,2.052761078,-4.99929E-05,0,5.79046E-07,0,1.32926E-06,,-0.008293485
10-19-2020 11:32:37.546,51.9652,41.8634,2,1,2.047714233,-4.99944E-05,0,5.87564E-07,0,1.34674E-06,,-0.008131027
10-19-2020 11:32:38.167,52.5859,42.4841,2,1,2.042707443,-4.99951E-05,0,5.96187E-07,0,1.36438E-06,,-0.008054733
10-19-2020 11:32:38.817,53.2363,43.1345,2,1,2.037679672,-4.99986E-05,0,6.0525E-07,0,1.38285E-06,,-0.007939356
10-19-2020 11:32:39.468,53.8869,43.7851,2,1,2.032678604,-4.99933E-05,0,6.14317E-07,0,1.40132E-06,,-0.007823944
10-19-2020 11:32:40.124,54.5429,44.4411,2,1,2.027629852,-5.00067E-05,0,6.23424E-07,0,1.41981E-06,,-0.007757187
10-19-2020 11:32:40.798,55.2171,45.1153,2,1,2.022624969,-4.99993E-05,0,6.32754E-07,0,1.43868E-06,,-0.007686944
10-19-2020 11:32:41.460,55.8793,45.7775,2,1,2.017583847,-4.99933E-05,0,6.41919E-07,0,1.45722E-06,,-0.00761795
10-19-2020 11:32:42.152,56.5716,46.4698,2,1,2.012495041,-4.99861E-05,0,6.51561E-07,0,1.47665E-06,,-0.007520676
10-19-2020 11:32:42.852,57.2708,47.169,2,1,2.007461548,-4.99999E-05,0,6.61297E-07,0,1.49619E-06,,-0.007389365
10-19-2020 11:32:43.544,57.963,47.8612,2,1,2.002437592,-4.99964E-05,0,6.70936E-07,0,1.51554E-06,,-0.007259369
10-19-2020 11:32:44.248,58.6676,48.5658,2,1,1.997423172,-4.99974E-05,0,6.80665E-07,0,1.535E-06,,-0.007120132
10-19-2020 11:32:44.989,59.4083,49.3065,2,1,1.992372513,-4.99974E-05,0,6.90942E-07,0,1.55547E-06,,-0.007025768
10-19-2020 11:32:45.716,60.1348,50.033,2,1,1.987371445,-4.9992E-05,0,7.01023E-07,0,1.57556E-06,,-0.006933212
10-19-2020 11:32:46.445,60.8644,50.7626,2,1,1.982364655,-4.99957E-05,0,7.11223E-07,0,1.5958E-06,,-0.006820679
10-19-2020 11:32:47.209,61.6277,51.5259,2,1,1.977359772,-4.99855E-05,0,7.21796E-07,0,1.61674E-06,,-0.006738663
10-19-2020 11:32:47.949,62.3685,52.2667,2,1,1.972349167,-4.99894E-05,0,7.32082E-07,0,1.63702E-06,,-0.00662873
10-19-2020 11:32:48.738,63.1572,53.0554,2,1,1.9672966,-4.99939E-05,0,7.43034E-07,0,1.65862E-06,,-0.006511688
10-19-2020 11:32:49.533,63.9517,53.8499,2,1,1.9622612,-4.99899E-05,0,7.54076E-07,0,1.68032E-06,,-0.006427765
10-19-2020 11:32:50.285,64.7044,54.6026,2,1,1.957252502,-4.99926E-05,0,7.64482E-07,0,1.70071E-06,,-0.006425858
10-19-2020 11:32:51.103,65.5226,55.4208,2,1,1.95223999,-4.9999E-05,0,7.75836E-07,0,1.72291E-06,,-0.006372452
10-19-2020 11:32:51.933,66.3526,56.2508,2,1,1.947210312,-4.99964E-05,0,7.87382E-07,0,1.74539E-06,,-0.006250916
10-19-2020 11:32:52.771,67.1899,57.0881,2,1,1.942090988,-4.99899E-05,0,7.9903E-07,0,1.76807E-06,,-0.006128311
10-19-2020 11:32:53.613,68.0324,57.9306,2,1,1.937049866,-4.99975E-05,0,8.10763E-07,0,1.79083E-06,,-0.006053925
10-19-2020 11:32:54.457,68.8757,58.7739,2,1,1.93201828,-4.99984E-05,0,8.22431E-07,0,1.8134E-06,,-0.0058918
10-19-2020 11:32:55.316,69.7356,59.6338,2,1,1.926998138,-5.00026E-05,0,8.34409E-07,0,1.83651E-06,,-0.005825043
10-19-2020 11:32:56.177,70.5958,60.494,2,1,1.921989441,-4.99999E-05,0,8.46319E-07,0,1.85943E-06,,-0.005842209
10-19-2020 11:32:57.061,71.4806,61.3788,2,1,1.916988373,-5.00015E-05,0,8.58607E-07,0,1.88302E-06,,-0.005807877
10-19-2020 11:32:57.976,72.3952,62.2934,2,1,1.911973953,-4.99971E-05,0,8.71332E-07,0,1.90735E-06,,-0.005689226
10-19-2020 11:32:58.855,73.2743,63.1725,2,1,1.906927109,-4.99997E-05,0,8.83562E-07,0,1.93073E-06,,-0.00557518
10-19-2020 11:32:59.818,74.2375,64.1357,2,1,1.901914597,-5.00028E-05,0,8.96939E-07,0,1.95621E-06,,-0.005472183
10-19-2020 11:33:00.733,75.1526,65.0508,2,1,1.896867752,-5.00032E-05,0,9.09625E-07,0,1.9803E-06,,-0.005397797
10-19-2020 11:33:01.690,76.1094,66.0076,2,1,1.891864777,-4.99988E-05,0,9.22921E-07,0,2.00549E-06,,-0.005334854
10-19-2020 11:33:02.660,77.0795,66.9777,2,1,1.886861801,-4.99984E-05,0,9.36384E-07,0,2.03093E-06,,-0.005237579
10-19-2020 11:33:03.618,78.0373,67.9355,2,1,1.881855011,-5.00076E-05,0,9.49676E-07,0,2.05597E-06,,-0.005075455
10-19-2020 11:33:04.599,79.0183,68.9165,2,1,1.876842499,-5.00045E-05,0,9.63296E-07,0,2.08157E-06,,-0.005195618
10-19-2020 11:33:05.610,80.0296,69.9278,2,1,1.871826172,-5.00022E-05,0,9.77367E-07,0,2.10794E-06,,-0.005001068
10-19-2020 11:33:06.628,81.047,70.9452,2,1,1.866811752,-4.99935E-05,0,9.9152E-07,0,2.1344E-06,,-0.004980087
10-19-2020 11:33:07.694,82.1132,72.0114,2,1,1.861793518,-5.00057E-05,0,1.0063E-06,0,2.16195E-06,,-0.004770279
10-19-2020 11:33:08.742,83.1607,73.0589,2,1,1.85679245,-4.99963E-05,0,1.02085E-06,0,2.18901E-06,,-0.004827499
10-19-2020 11:33:09.807,84.2263,74.1245,2,1,1.851783752,-4.99933E-05,0,1.03563E-06,0,2.21641E-06,,-0.004684448
10-19-2020 11:33:10.914,85.3335,75.2317,2,1,1.846775055,-4.99964E-05,0,1.05101E-06,0,2.24485E-06,,-0.004636765
10-19-2020 11:33:12.004,86.4236,76.3218,2,1,1.841770172,-4.99827E-05,0,1.06618E-06,0,2.27283E-06,,-0.004571915
10-19-2020 11:33:13.130,87.5495,77.4477,2,1,1.836744308,-4.99933E-05,0,1.0818E-06,0,2.30157E-06,,-0.004465103
10-19-2020 11:33:14.297,88.7159,78.6141,2,1,1.831699371,-4.99886E-05,0,1.09798E-06,0,2.33124E-06,,-0.004364014
10-19-2020 11:33:15.470,89.8894,79.7876,2,1,1.826696396,-4.99963E-05,0,1.11429E-06,0,2.36107E-06,,-0.004320145
10-19-2020 11:33:16.650,91.0695,80.9677,2,1,1.821680069,-4.99983E-05,0,1.13068E-06,0,2.39098E-06,,-0.004259109
10-19-2020 11:33:17.847,92.2657,82.1639,2,1,1.816669464,-4.9995E-05,0,1.1473E-06,0,2.42121E-06,,-0.004234314
10-19-2020 11:33:19.052,93.4711,83.3693,2,1,1.8116436,-5.00076E-05,0,1.16403E-06,0,2.45156E-06,,-0.004102707
10-19-2020 11:33:20.322,94.7415,84.6397,2,1,1.806625366,-5.00008E-05,0,1.1817E-06,0,2.48353E-06,,-0.004159927
10-19-2020 11:33:21.567,95.9864,85.8846,2,1,1.801610947,-5.00018E-05,0,1.19899E-06,0,2.51472E-06,,-0.004020691
10-19-2020 11:33:22.871,97.2905,87.1887,2,1,1.796585083,-5.00003E-05,0,1.21708E-06,0,2.54727E-06,,-0.003992081
10-19-2020 11:33:24.181,98.6006,88.4988,2,1,1.791576385,-4.99954E-05,0,1.23529E-06,0,2.57994E-06,,-0.003862381
10-19-2020 11:33:25.471,99.8904,89.7886,2,1,1.78657341,-4.99877E-05,0,1.25322E-06,0,2.61201E-06,,-0.003875732
10-19-2020 11:33:26.808,101.2272,91.1254,2,1,1.781572342,-4.99975E-05,0,1.27175E-06,0,2.64507E-06,,-0.003725052
10-19-2020 11:33:28.205,102.6246,92.5228,2,1,1.776567459,-4.99893E-05,0,1.29113E-06,0,2.67955E-06,,-0.003616333
10-19-2020 11:33:29.616,104.0354,93.9336,2,1,1.771562576,-5.0005E-05,0,1.31077E-06,0,2.71439E-06,,-0.00358963
10-19-2020 11:33:31.005,105.4241,95.3223,2,1,1.766540527,-4.99922E-05,0,1.33001E-06,0,2.74844E-06,,-0.00356102
10-19-2020 11:33:32.478,106.8967,96.7949,2,1,1.76153183,-4.99941E-05,0,1.35045E-06,0,2.7845E-06,,-0.003387451
10-19-2020 11:33:33.974,108.3928,98.291,2,1,1.7564888,-4.99984E-05,0,1.3713E-06,0,2.82115E-06,,-0.003417969
10-19-2020 11:33:35.483,109.9026,99.8008,2,1,1.751462936,-4.99957E-05,0,1.39226E-06,0,2.85792E-06,,-0.0033741
10-19-2020 11:33:36.995,111.4139,101.3121,2,1,1.746435165,-5.00012E-05,0,1.41321E-06,0,2.89456E-06,,-0.003271103
10-19-2020 11:33:38.547,112.9666,102.8648,2,1,1.741413116,-4.99899E-05,0,1.43476E-06,0,2.93215E-06,,-0.003240585
10-19-2020 11:33:40.176,114.5954,104.4936,2,1,1.736408234,-4.99986E-05,0,1.45738E-06,0,2.97149E-06,,-0.003131866
10-19-2020 11:33:41.784,116.2034,106.1016,2,1,1.731389999,-5.00026E-05,0,1.47972E-06,0,3.01021E-06,,-0.003093719
10-19-2020 11:33:43.442,117.861,107.7592,2,1,1.726381302,-4.9997E-05,0,1.50278E-06,0,3.05009E-06,,-0.003025055
10-19-2020 11:33:45.155,119.5746,109.4728,2,1,1.721380234,-4.99916E-05,0,1.52656E-06,0,3.09108E-06,,-0.002923965
10-19-2020 11:33:46.930,121.349,111.2472,2,1,1.716341019,-4.99862E-05,0,1.55122E-06,0,3.13348E-06,,-0.002826691
10-19-2020 11:33:48.686,123.1051,113.0033,2,1,1.711330414,-4.99992E-05,0,1.57557E-06,0,3.1752E-06,,-0.00287056
10-19-2020 11:33:50.511,124.93,114.8282,2,1,1.706319809,-4.99963E-05,0,1.60095E-06,0,3.21857E-06,,-0.002775192
10-19-2020 11:33:52.423,126.842,116.7402,2,1,1.70129776,-4.99926E-05,0,1.6275E-06,0,3.26382E-06,,-0.002653122
10-19-2020 11:33:54.333,128.7523,118.6505,2,1,1.696279526,-4.99818E-05,0,1.65401E-06,0,3.30885E-06,,-0.002695084
